,Unnamed: 0,Job Title,role_code,Category,Industry,Average/Salary Per Year
4303,6614,human resources specialist / executive assistant,5025,,,
4304,6615,controls assurance senior analyst,2186,,,
4305,6616,risk assurance analyst,8804,,,
4306,6617,risk assurance associate,8805,,,
4307,6619,cultural exchange student,2448,,,
4308,6620,specialist - credit trading & supply,10568,,,
4309,6621,collections officer - junior assistant manager,1917,,,
4310,6622,senior collections assistant,9379,,,
4311,6623,collections assistant ii,1910,,,
4312,6624,collections assistant,1909,,,
4313,6625,customer operations and support,2538,,,
4314,6626,franchising clerk,3758,,,
4315,6628,business process lead (recruitment),1453,,,
4316,6629,lead specialist via ams,6020,,,
4317,6630,recruitment specialist via ams,8486,,,
4318,6631,"hr associate, employee relations",4506,,,
4319,6632,"hr associate, talent acquisition",4508,,,
4320,6637,chemical engineer,1718,Energy and Utilities,Energy or Utilities,840000.0
4321,6638,physics tutor,7342,,,
4322,6639,mathematics tutor,6584,,,
4323,6642,regional hr generalist,8540,,,
4324,6644,project staff,8053,,,
4325,6645,business partner,1433,,,
4326,6646,"supervisor, talent management",10967,,,
4327,6647,"technical assistant, integrated lifestyle and wellness (ilaw) center",11465,,,
4328,6648,practicum trainee,7435,,,
4329,6649,hr advisor - us operations - projects & technologies and global functions,4426,,,
4330,6650,organizational development specialist,7140,Media and Publishing,Media Network,426000.0
4331,6653,guidance officer,4126,,,
4332,6654,human resources for admin and staffing,4971,,,
4333,6658,channel distributor executive,1693,,,
4334,6661,marketing admin associate,6455,,,
4335,6662,social media manager for export marketing bureau,10349,,,
4336,6663,customer service assistant,2586,Technology,Software Services,608160.0
4337,6665,trainee - office of asean affairs,11841,,,
4338,6669,advisor,336,,,
4339,6670,hr process analyst - payroll,4668,,,
4340,6671,process and system specialist - rewards,7516,,,
4341,6672,process focal point - deploy,7561,,,
4342,6674,hr advisor - canada operations,4414,,,
4343,6675,hr associate - canada operations,4499,,,
4344,6678,research department intern ,8695,,,
4345,6679,assistant vice president - publicity,778,,,
4346,6680,contracts & procurement excellence lead,2162,,,
4347,6681,procurement specialist (buyer),7654,,,
4348,6682,spend management advisor - coupa functional,10642,,,
4349,6683,spend management advisor - source services,10643,,,
4350,6684,manager trainee,6347,Finance and Insurance,Financial Services,480000.0
4351,6685,project customer success specialist,7908,,,
4352,6686,retail officer,8756,,,
4353,6687,guest experience manager,4108,,,
4354,6690,operations manager - talent,7021,,,
4355,6691,migration manager - philippines operations,6689,,,
4356,6692,operations manager - talent & learning ,7022,,,
4357,6693,migration manager - latin america operations,6688,,,
4358,6694,implementation manager - hr integrated operations,5071,,,
4359,6695,business continuity planning manager,1351,,,
4360,6696,operations manager - learning administration,7019,,,
4361,6697,implementation and project manager - hr services phase 2,5066,,,
4362,6698,operations manager - systems support ,7020,,,
4363,6699,project delivery manager - business site move,7912,,,
4364,6700,hr service desk analyst,4740,,,
4365,6701,owner / operations manager,7166,,,
4366,6703,"supply chain manager, technology",11026,,,
4367,6705,technical staff 2,11550,,,
4368,6711,operations support team lead,7072,,,
4369,6712,settlement subject matter expert,10259,,,
4370,6713,specialist - motiva integration project,10573,,,
4371,6714,intragroup hydrocarbon assistant team manager – settlement/contracts & pricing,5406,,,
4372,6715,accounts receivable collection specialist,240,,,
4373,6717,integrated resourcing,5258,,,
4374,6718,hr project advisor- integrated resourcing,4694,,,
4375,6719,hr advisor team lead ,4440,,,
4376,6720,part-time recruiter,7202,,,
4377,6723,human resources specialist- recruitment (shared services),5031,,,
4378,6725,international mobility lead,5375,,,
4379,6726,international mobility specialist,5376,,,
4380,6727,global expatriate advisor,3939,,,
4381,6728,hr training intern,4817,,,
4382,6729,ayala group summer internship program - intern,1133,,,
4383,6732,expatriate transactions advisor,3462,,,
4384,6733,cadp summer analyst,1540,,,
4385,6734,national key accounts intern,6758,,,
4386,6735,"executive of corporate relations, annual recruitment week 2021",3442,,,
4387,6736,"assistant team head of integrated marketing solutions, award-giving bodies 2021",744,,,
4388,6737,"assistant team leader for corporate relations, lasallian enrichment alternative program 2021",751,,,
4389,6738,"assistant team leader of events, 13th students' convention: resurgence",756,,,
4390,6740,marketing junior associate,6507,,,
4391,6741,"team head, document - logistics",11316,,,
4392,6742,"project head, primera celebracion",7942,,,
4393,6744,"project head, bagong luto",7940,,,
4394,6745,"host, yugto ii: reach for new horizon",4364,,,
4395,6746,vice president for internal oversight,12120,,,
4396,6747,"project head, sea the reality",7943,,,
4397,6748,"project head, change: socially responsible brands to applaud",7941,,,
4398,6749,supply chain commercial lead for projects (greenfield/brownfied),11002,,,
4399,6750,"capex procurement (contract, costing and project management)",1572,,,
4400,6751,"procurement specialist (capex, marketing, maintenance, repair & operation supplies)",7655,,,
4401,6752,procurement engineer (technical buyer/expediting coordinator),7634,,,
4402,6753,qc process improvement analyst technician,8164,,,
4403,6754,senior analyst - energy and risk accounting,9242,,,
4404,6758,senior supply planner - north america lubricants supply chain,10005,,,
4405,6759,refinery product scheduler,8505,,,
4406,6760,business interface analyst - trading and supply,1413,,,
4407,6761,logistics dealmaker - trading and supply,6179,,,
4408,6762,supply and distribution-enterprise optimization intern,10978,,,
4409,6763,subject matter expert/hr systems expert,10920,,,
4410,6764,authorizations specialist,1050,,,
4411,6769,corporate finance intern,2238,,,
4412,6771,associate vice president for finance,954,,,
4413,6773,finance department intern,3600,,,
4414,6775,digital customer care representative,2983,,,
4415,6776,assistant vice president for documentations,789,,,
4416,6777,assistant vice chairperson for marketing and linkages,766,,,
4417,6778,logistics transportation intern,6200,,,
4418,6779,"executive for organizational development, 70th eng batch student government",3438,,,
4419,6780,"chairperson for research & development, 70th eng batch student government",1673,,,
4420,6781,assistant vice president for logistics,791,,,
4421,6782,master data management - product process specialist (fuels & specialities),6552,,,
4422,6783,finance operation data analyst - master data management (product master),3605,,,
4423,6784,finance operation maintainer analyst - master data management (product master),3606,,,
4424,6785,supply chain performance and risk management – project engineer,11029,,,
4425,6786,purchasing assistant / buyer,8123,,,
4426,6788,recruitment advisor - emea,8371,,,
4427,6792,controls assurance team lead,2189,,,
4428,6797,payroll support specialist,7257,,,
4429,6798,recruitment advisor - hire and onboard,8372,,,
4430,6800,career architect,1585,,,
4431,6803,senior system specialist,10020,,,
4432,6807,digital operations analyst,3004,,,
4433,6808,smart automation operations analyst,10324,,,
4434,6812,senior hr advisor - canada operations,9526,,,
4435,6814,project hr advisor - canada operations,7948,,,
4436,6818,intermediate sales support specialist,5284,,,
4437,6819,billing specialist,1193,Engineering and Sciences,Engineering Services,514000.0
4438,6821,contracting and procurement analyst,2155,,,
4439,6828,junior bookkeeper,5784,,,
4440,6830,project advisor,7892,,,
4441,6831,employee engagement and compensation & benefits specialist,3236,,,
4442,6832,employee engagement and l&d officer,3237,,,
4443,6833,employee engagement coordinator,3239,,,
4444,6834,national director for finance,6755,,,
4445,6835,regional head for finance management,8538,,,
4446,6838,recruitment & capability lead,8353,,,
4447,6839,retail supervisor,8765,Retail and Customer Service,Retail,516750.0
4448,6841,recruitment officer ,8453,,,
4449,6844,financial reporting lead,3669,,,
4450,6849,clerical assistant,1778,Education,Education,300000.0
4451,6850,recruitment services advisor,8468,,,
4452,6851,recruiter - center support (corporate),8332,,,
4453,6852,candidate screening specialist,1555,,,
4454,6853,sr. recruitment associate,10755,,,
4455,6854,intern (recruitment),5292,,,
4456,6855,operational excellence lead,6965,,,
4457,6856,specialist - reporting and analysis,10576,,,
4458,6857,analyst - record to report (general accounting),388,,,
4459,6858,oic specialist – credit management – debt collection,6903,,,
4460,6860,deal management specialist -pricing,2829,,,
4461,6861,consumer welfare representative,2106,,,
4462,6862,human resources - ojt,4924,,,
4463,6863,workday configurations lead,12315,,,
4464,6864,regional transformation coordinator,8578,,,
4465,6865,hris manager/workday support manager,4852,,,
4466,6866,business process admin lead,1442,,,
4467,6869,environmental health safety specialist,3346,,,
4468,6870,environmental safety and health engineer,3349,,,
4469,6872,graduate operations advisor - technical,4067,,,
4470,6873,lower level program head & senior instructor,6203,,,
4471,6874,recruitment and onboarding coordinator - asia pacific (ex. india) ii manila campus recruitment lead,8393,,,
4472,6878,cadet planning engineer,1537,,,
4473,6879,health safety environment officer,4311,,,
4474,6880,refinery operator apprentice,8502,,,
4475,6881,qa engineer,8148,,,
4476,6886,reporting & analysis operational excellence lead,8649,,,
4477,6887,fixed assets analyst,3712,,,
4478,6889,new product introduction,6814,,,
4479,6891,yield technician,12360,,,
4480,6892,sr. lead technician,10712,,,
4481,6894,strategic sourcing officer,10862,,,
4482,6896,procurement engineer 2 (compliance),7639,,,
4483,6897,student trainee- logistics department,10902,,,
4484,6898,recruitment advisor - assessment management,8368,,,
4485,6899,project hr advisor - ph operations,7949,,,
4486,6901,sourcing intern,10522,,,
4487,6903,talent attraction and selection associate,11240,,,
4488,6905,organizational development associate,7138,,,
4489,6907,multilingual customer service agent ,6741,,,
4490,6908,multilingual it service desk agent ,6743,,,
4491,6909,business process expert,1449,,,
4492,6911,senior audit analyst,9320,,,
4493,6913,senior finance analyst,9490,,,
4494,6916,senior analyst - cp data material engineer,9241,,,
4495,6917,material sourcing coordinator,6568,,,
4496,6918,design and cost engineer,2935,,,
4497,6919,inspection engineer,5235,,,
4498,6920,mechanical inspector,6597,Miscellaneous,"Professional, Scientific, and Technical Services",352800.0
4499,6921,assistant engineer - spool controller,622,,,
4500,6922,assistant engineer - test package review personnel,624,,,
4501,6923,assistant engineer - qc inspector,621,,,
4502,6924,assistant engineer - structural supervisor,623,,,
4503,6925,qa outfitting inspector,8153,,,
4504,6927,policy and benefit - hr advisor,7397,,,
4505,6930,senior employee data management,9464,,,
4506,6931,lubricants supply planner - production,6207,,,
4507,6932,retail wetstock manager ph,8770,,,
4508,6934,maintenance team lead - process c,6233,,,
4509,6935,engineer ii,3292,,,
4510,6937,contracting and procurement specialist,2159,,,
4511,6938,business specialist,1472,,,
4512,6939,ar analyst,538,,,
4513,6940,hr process analyst - hire and onboard,4667,,,
4514,6941,workday hcm configuration analyst,12316,,,
4515,6942,team lead - hr systems support,11330,,,
4516,6943,hr process & systems analyst,4665,,,
4517,6944,subject matter expert - sap hcm,10912,,,
4518,6945,hr services advisor,4741,,,
4519,6948,pgs process expert,7302,,,
4520,6949,process specialist - contracting and procurement data ,7585,,,
4521,6950,process specialist - services and contracts data,7590,,,
4522,6951,senior mrd analyst,9712,,,
4523,6952,associate process engineer (group leader),901,,,
4524,6953,as group leader,576,,,
4525,6954,as trainee,577,,,
4526,6955,associate process engineer,900,,,
4527,6956,production scheduler,7790,Professional Services,Call Center,276000.0
4528,6957,quality assurance technician,8218,,,
4529,6962,hr advice - canada,4401,,,
4530,6964,hr advisor us operations,4441,,,
4531,6965,"hr advisor payroll, time, tax, and benefits us/ca",4437,,,
4532,6967,pipeline engineer,7344,,,
4533,6968,operations engineer (control room operator),6995,,,
4534,6969,site hsse representative,10305,,,
