,skill,skill_code
37193,report writers,5185
37196,open api,4251
37204,payment systems,4484
37205,banking solutions,549
37206,unix operating systems,6566
37207,banking software,548
37208,electronic payments,1934
37210,networking solutions,4099
37211,visual programming,6710
37213,program management skills,4900
37214,pki,4619
37215,entrust pki,2081
37216,financial transactions,2345
37217,swift messaging,6156
37226,epicor,2093
37236,open minded,4252
37237,sap sales and distribution module,5527
37238,trusts,6516
37239,trust services,6512
37240,trust management,6511
37241,trustee,6515
37243,acoustic guitar,103
37244,electric guitar,1909
37245,lead guitar,3451
37246,guitar instruction,2649
37248,music composition,4028
37249,rock music,5292
37250,original music,4404
37251,music performance,4029
37252,contemporary music,1286
37253,concert band,1226
37267,vb6,6627
37276,turbo c++,6520
37289,bank examiner ,538
37303,anti-counterfeiting,297
37306,hotel administration,2754
37338,bank secrecy act,542
37373,knowledge of automated accounting systems (sap),3386
37399,spiratest,5922
37449,labor cost management,3419
37450,catering,915
37462,organizational learning,4395
37472,proposal wrt,4958
37474,military experience,3916
37478,safety practices,5328
37486,amla,253
37490,facebook marketing,2236
37550,fine art,2348
37580,certified treasury professional,940
37581,relationship marketing,5163
37582,user experience,6589
37585,experience design,2211
37619,amazon seller central,247
37620,amazon marketing services (ams),241
37639,database applications,1633
37719,part time professor,4458
37736,business process reengineering,794
37754,product control,4823
37764,data center operations,1580
37781,credit evaluation,1439
37816,business journalism,764
37817,editorial,1891
37818,feature articles,2268
37820,newspaper,4121
37852,debriefing,1664
37856,seminars,5652
37869,jasp,3251
37875,remittance processing,5171
37876,pressure handling,4721
37880,branch operation,688
37881,branch handling,686
37908,canvassing,863
37913,wily introscope,6826
37918,websphere mq,6805
37919,cq5,1412
37920,terracotta,6359
37922,ibm aix,2880
37924,ibm datastage,2885
37927,it infrastructure design,3201
37928,enterprise it infrastructure,2066
37929,data center infrastructure,1578
37930,infrastructure projects,2999
37976,online content creation,4234
37983,upk,6572
37986,consumer goods and services,1268
37990,interpersonal,3099
38129,allyship,227
38130,influence without authority,2966
38138,headhunters,2687
38158,story editing,6038
38159,microsoft technologies,3897
38179,car financing,876
38214,financial institutions,2319
38221,banking law,546
38267,coordination,1338
38271,structured interviews,6087
38280,trajectory analysis,6471
38310,uat,6531
38317,indexing,2951
38329,mobile communications,3933
38333,value-added services (vas),6618
38341,fashion,2252
38366,product road mapping,4844
38386,fluent english,2398
38413,sme banking,5777
38429,hpqc,2785
38433,ios testing,3152
38442,career path planning,886
38444,sas (software),5558
38468,swot analysis,6164
38483,banking relationships,547
38485,business loans,767
38486,business relationship building,797
38491,securities,5617
38492,corporate actions,1358
38495,custodial services,1495
38502,securities services,5619
38507,wealth management system,6763
38526,self-management,5643
38535,online journalism,4237
38538,fashion styling,2258
38539,fashion marketing,2255
38593,executive relationships,2199
38595,goal setting,2561
38607,agency relationship management,189
38611,business modeling,769
38612,sales & distribution,5339
38627,social influence,5793
38636,general management,2515
38637,corporate strategy formulation,1377
38638,board of directors,664
38639,start-up ventures,6001
38640,board leadership,663
38644,game programming,2491
38647,game design,2488
38650,hardware diagnostics,2660
38656,asana,393
38661,construct 2,1252
38662,end to end recruitment,2023
38673,volume hiring,6726
38674,support hiring,6137
38680,sap controlling,5441
38705,foreign exchange,2425
38724,business requirements gathering,800
38758,ias,2878
38774,project status reporting,4939
38775,project risk,4937
38805,business documentation,753
38816,retail purchasing,5241
38818,digital art,1754
38825,speech writing,5919
38849,information architecture,2980
38856,treasury services,6501
38857,government securities,2612
38859,liquidity management,3555
38861,fixed income analysis,2375
38863,brokering services,709
38864,treasury sales,6500
38881,check fraud,964
38882,wholesale banking,6817
38900,controllership functions,1324
38907,operational risk,4285
38930,creative thinking,1424
38949,sem,5647
38953,quantitative finance,5043
38972,acl analytics,100
39004,ajax toolkit,222
39056,vb.net programming language,6626
39076,macintosh applications,3624
39154,energy efficiency,2038
39155,work effectively,6877
39163,incident reporting,2945
39165,cyber security ,1543
39214,javascript frameworks,3273
39219,materialui,3731
39223,derivatives,1705
39224,financial structuring,2342
39235,bonds,671
39238,fx,2479
39239,fixed income trading,2378
39258,confluent,1244
39263,tuxedo,6522
39264,embedded sql,1964
39265,elasticsearch,1908
39275,enterprise asset management,2064
39282,utilities,6601
39285,iso 20022,3173
39289,microsoft office app,3866
39292,loan proposal preparation,3576
39294,written and oral communication,6922
39307,navigation systems,4054
39325,windows batch,6837
39327,perl,4535
39330,velocity templates,6641
39338,new media,4112
39342,publications,4988
39343,publishing,4989
39344,magazines,3632
39348,journalism education,3315
39360,sybase,6166
39363,batch programming,589
39370,letters of credit,3516
39373,financial projection,2329
39405,compensation administration,1147
39412,commercial account management,1110
39413,account portfolio management,78
39443,iia standards,2920
39450,application performance management,340
39451,appdynamics,324
39458,ariba sourcing,379
39459,mosaic open architecture,3973
39479,financial management,2322
39518,debit cards,1663
39529,rational functional tester,5081
39539,clearcase,1021
39545,katalon,3345
39577,policy development,4653
39580,key metrics,3363
39609,investment management,3140
39612,business lending,765
39614,product structuring ,4847
39615,real estate mortgage lending,5100
39619,survey research,6143
39642,data mapping,1601
39644,uat coordination,6532
39645,line balance,3541
39649,use case diagrams,6584
39650,sequence diagrams,5661
39652,ifx,2919
39667,24x7 production support,19
39677,ibm api connect,2881
39680,computer security,1207
39681,qualys cloud platform,5041
39683,moveit automation admin,3982
39689,hmc,2739
39735,macroeconomics,3626
39764,unix system administration,6569
39766,visual basic 6,6701
39768,"application development, support and maintenance",335
39769,db administration,1650
39781,fixed income portfolio management,2376
39801,middleware,3912
39821,merchant acquiring,3800
39822,merchant services,3801
39823,payment card processing,4482
39833,engagement,2041
39839,php4/5,4599
39879,foreign exchange (fx) trading,2426
39880,thomson reuters eikon,6400
39900,microsoft project ,3884
39905,corporate lending,1370
39916,credit documentation ,1438
39948,breaking news,703
39955,gaming,2493
39980,cisa,988
39984,cobit,1085
40038,reactjs ,5096
40043,angular 7,280
40046,network configuration,4078
40050,office application,4196
40063,web chat,6771
40071,fx options,2481
40082,trade finance,6445
40110,pcaob standards,4495
40197,security risk,5631
40198,third party risk management (tprm),6396
40201,security compliance,5622
40202,identity & access management (iam),2913
40208,it security policies,3218
40209,security policy development,5628
40210,privacy policies,4752
40214,fraud,2438
40243,encryption software,2019
40244,mobile security,3944
40265,etabs,2138
40266,staad,5980
40274,desk and field research,1716
40276,financial and organizational management,2312
40315,know your customer (kyc),3374
40317,home loans,2745
40318,car loans,877
40373,art journal,385
40381,political science,4658
40387,organization,4379
40391,political institutions,4656
40392,history of political thought,2733
40400,social responsibility,5808
40446,market risk,3702
40448,basel ii,556
40456,enterprise risk management,2073
40458,basel iii,557
40470,logical security,3588
40497,fookien,2421
40514,l&d,3413
40543,microsoft azure devops services,3839
40545,test case design,6366
40546,defect management,1681
40550,defect analysis,1676
40560,web marketing,6785
40582,controls & compliance,1326
40599,acl,99
40622,software tester,5853
40623,"familiarity with microsoft word, excel, powerpoint, ",2250
40624,"familiarity adobe photoshop cs5, flash 5 ",2247
40625,"familiarity programming skills in turbo c,",2249
40626,familiarity c++ and microsoft visual basic,2248
40627,• development of reports using sql server reporting services ,6976
40628,development of microsoft dynamics navision report,1733
40629,mongovue query,3966
40632,it governance,3197
40652,customer lifecycle management,1509
40661,3g,30
40691,unity,6556
40762,nginx,4125
40763,keycloak,3365
40824,windows security,6846
40825,application security,342
40829,mobile banking,3931
40830,phone banking,4583
40832,document imaging,1819
40833,front-end design,2453
40874,sourcing & branding,5891
40921,estate planning,2135
40956,unit investment trusts,6554
40957,wealth management services,6762
40962,bond markets,670
40966,licensed to sell insurance,3523
40993,delphi 6,1694
40999,aix,219
41000,computer systems analysis,1212
41002,it transformation,3226
41007,web interface design,6784
41012,sublime text,6098
41051,flexibility training,2388
41062,innovation management,3007
41066,emerging technologies,1977
41080,public health,4983
41099,teammate,6276
41114,nonprofit organizations,4148
41120,lecturing,3494
41124,credit documentation,1437
41125,bank policies and procedures,540
41127,reverse engineering,5257
41129,x86 assembly,6927
41130,security research,5630
41134,ollydbg,4221
41136,internet security,3095
41138,vulnerability assessment,6739
41142,android sdk,273
41150,loan portfolio analysis,3574
41152,real estate sales license,5102
41153,american sign language,251
41175,applied econometrics,351
41176,developing a marketing plan,1730
41179,"interpersonal, verbal, and written communication skills",3107
41181,highly resourceful,2725
41204,netezza,4070
41220,high net worth individuals,2715
41238,radio host,5071
41262,document drafting,1818
41278,strategic sales plans,6061
41283,cross functional team work,1463
41291,commerce,1109
41307,positive work environment,4672
41311,building trust,734
41316,c-level communications,824
41317,c-level presentations,826
41331,trade products,6447
41391,english language skills,2058
41422,mobile payments,3942
41424,cards,881
41433,mobile commerce,3932
41447,project finance,4922
41454,enthusiasm to learn,2076
41455,diligent,1777
41456,resilience,5210
41458,fundamental analysis,2474
41465,documentary collections,1825
41496,collective bargaining,1105
41514,trade services,6451
41515,corporate banking,1359
41521,loan documentation,3571
41525,cross-selling,1472
41542,e-business,1857
41545,digital sales,1770
41550,face to face sales,2233
41563,aml,252
41581,structured products,6088
41582,hedge funds,2704
41584,emerging markets,1976
41588,credit derivatives,1436
41589,prime brokerage,4738
41590,equity derivatives,2105
41606,qualitative & quantitative research methodologies,5020
41610,local government,3580
41631,user experience design (ued),6592
41632,graphical user interface (gui),2622
41640,primeng,4740
41644,deployment management,1702
41723,system monitoring,6192
41724,regulatory filings,5157
41725,government filings,2609
41726,operating manuals,4275
41727,employment contracts,2009
41729,employee files,1989
41733,threat intelligence,6408
41736,cyber operations,1541
41740,siem,5728
41742,ips,3161
41750,cissp,1006
41751,iso 27001,3175
41776,patent searching,4473
41778,embedded software programming,1963
41779,application architecture,331
41811,ms word,4003
41815,computerized accounting,1219
41816,credit processing,1441
41826,working with tenants,6906
41827,resident relations,5208
41875,microsoft test manager,3898
41876,"•programming in vb.net, c#, asp.net, vb6, vba, ms access and visual foxpro6.",6994
41877,"•sharepoint, uml, xml, html and t-sql (stored procedures, function and dts)",6995
41878,"•computer hardware assembly, trouble shooting, repair and maintenance",6990
41879,*programmable logic circuit (plc),8
41931,erp software,2118
41959,call center start-up,845
41964,acting,105
41968,program and project management,4891
41969,aws,485
41973,azure cloud management,496
41974,applications managament,348
41975,quality engineering,5031
41990,hp qtp,2773
41991,certified software quality analyst,939
42015,environment management,2082
42039,cpm scheduling,1409
42045,move management,3981
42046,permit applications,4539
42048,pre-construction,4702
42067,investment,3137
42068,trade,6443
42070,"cloud infrastructure design, solutioning and implementation",1067
42071,agile and devops methodologies,192
42076,data centre infrastructure and operations,1582
42078,it operations management,3206
42081,it security operations,3217
42082,cyber security,1542
42083,data security,1619
42084,agile service management,203
42112,advertising sales,182
42131,handling of checks,2656
42202,client-oriented with the ability to build and maintain strong relationship with the client,1043
42204,good credit evaluation and analytical skills.,2569
42205,strong communication and interpersonal skills,6077
42206,leadership and team management skills,3454
42208,bank guarantees,539
42209,non-letters of credit,4143
42231,comprehensive planning,1176
42247,global cash management,2541
42255,liquidity solutions,3557
42257,programme management,4903
42295,valuation modeling,6614
42297,financial risk management,2336
42298,risk analytics,5277
42305,liquidity risk,3556
42308,scilab,5586
42331,mathematical modeling,3735
42358,windows movie maker,6839
42363,sales coordination,5346
42371,business coordination,750
42372,sales support,5367
42373,report production,5184
42430,coso,1385
42458,research and analysis,5199
42464,test case generation,6367
42485,claims processing,1018
42486,clear communications,1020
42492,g suite,2483
42494,o365,4168
42498,google calendar,2585
42579,net present value (npv),4065
42592,home equity lines of credit,2744
42597,telephone reception,6342
42600,encoder,2016
42605,japanese to english,3250
42608,fixed income strategies,2377
42609,factset research management,2243
42610,real estate investment trust (reit),5099
42613,fund of funds (fof),2473
42614,money market funds,3963
42615,closed-end funds,1058
42616,offshore funds,4204
42617,etfs,2140
42619,key client relationships,3362
42633,property management systems,4953
42635,guest service management,2647
42637,opera,4272
42674,dancing,1561
42675,basketball,585
42677,media analysis,3757
42701,access management,73
42702,sap process integration,5509
42704,sap connectivity services,5439
42705,it opertations,3207
42759,cisco ise,992
42821,employee self service,2000
42833,ess,2130
42851,vendor relationships,6653
42881,new hire paperwork,4110
42938,atms,432
42939,atm networks,431
42949,libreoffice,3520
42976,area/territory management,375
42995,new business generation,4104
42996,channel relationship management,953
43022,risk reporting,5282
43038,sas enterprise guide,5561
43039,branch management,687
43054,standards compliance,5998
43097,examinerships,2175
43098,test preparation,6377
43102,student recruiting,6095
43106,new hire processes,4111
43135,brand marketing,696
43137,brand activation,689
43242,licensed psychometrician,3522
43252,pitching ideas,4616
43259,module design,3957
43269,remediation,5170
43271,static data,6005
43278,documentation staff,1827
43286,social listening,5794
43288,deals,1661
43334,equity research,2106
43340,trading strategies,6454
43341,equity valuation,2108
43342,industry analysis,2962
43346,fx hedging,2480
43352,patents,4475
43356,prior art search,4747
43363,patentability,4474
43367,technology transfer,6328
43369,patent drafting,4471
43386,server configuration,5668
43395,"knowledgeable in risk assessment, risk control matrix and internal audit process",3397
43396,internal audit process,3060
43426,field operations,2281
43445,budget foreca,718
43463,java applets,3257
43493,insurance brokerage,3026
43495,insurance operations,3027
43500,business analyst ,743
43502,commercial insurance,1112
43504,marine insurance,3691
43521,demand and supply management,1696
43560,chargebacks,956
43563,credit card issuing,1432
43615,data structures,1621
43653,sap hcm,5472
43656,organizational management,4396
43658,filing and inventory control,2291
43659,organizing and planning,4401
43674,investment research,3141
43683,computational finance,1180
43695,international operations,3077
43696,partner management,4461
43701,remittances,5172
43735,iphone,3159
43737,new business opportunities,4105
43749,adobe premiere,163
43759,critical think,1456
43763,credit review,1442
43779,revolving lines of credit,5260
43817,international political economy,3078
43819,political risk analysis,4657
43828,development economics,1731
43829,compliance testing,1172
43882,loan processor,3575
43897,icbs,2905
43899,document preparation,1821
43930,freight transportation,2447
44043,smart400,5771
44049,vsam,6732
44050,tso,6518
44054,z/os,6964
44091,esg,2128
44131,certified payroll reports,935
44135,calendaring,838
44163,trust trading,6513
44173,european studies,2151
44183,constituent relations,1251
44259,personal banking,4543
44261,anti-money laundering,298
44263,purser,5002
44325,xml programming,6940
44327,sim,5737
44328,stk,6027
44370,advertising research,181
44374,questionnaire design,5047
44390,cdma,925
44391,lte,3606
44394,umts,6544
44401,rf,5264
44402,transmission,6483
44403,sdh,5601
44406,2g,21
44416,intelligent networks,3043
44418,network security implementation,4094
44421,huawei ocs,2836
44456,technology enabled business transformation,6320
44464,information technology management,2989
44482,bss,712
44485,business support system (bss),803
44499,ironport,3166
44502,enterprise anti-virus,2062
44529,mobile design,3936
44531,community building,1130
44540,user interface (ui),6594
44543,user-centered design,6599
44545,visual design,6707
44563,compensation planning,1151
44564,salary structures,5336
44565,rewards programs,5262
44566,compensation strategies,1152
44567,salary packaging,5334
44593,csp,1478
44599,switching,6162
44601,field service,2282
44602,electronic systems,1935
44629,perseverant,4541
44632,fraud analysis,2439
44654,solutions marketing,5880
44674,strategic public relations planning,6058
44680,english literature,2059
44697,erwin,2122
44702,online retail,4241
44704,online content,4233
44706,wcdma,6758
44708,ran,5074
44710,universal mobile telecommunications system (umts),6558
44712,tems,6350
44713,tems investigation,6351
44714,rnc,5284
44717,pdh,4501
44718,wideband code division multiple access (wcdma),6821
44719,network performance,4090
44720,gprs,2614
44736,functional requirements,2466
44759,sarbanes-oxley,5554
44776,local marketing,3581
44779,caregiving,888
44787,wifi,6822
44788,fiber optic cable,2274
44789,bts,714
44791,microwave design,3907
44804,excel,2176
44813,multiprotocol label switching (mpls),4025
44829,wimax,6827
44835,vulnerability,6738
44842,securities regulation,5618
44845,foreign investment,2427
44848,company law,1137
44854,preparation of wills,4710
44872,p,4426
44882,optical transport network (otn),4298
44883,radio network controller (rnc),5072
44884,fiber optic networks,2275
44885,microwave systems,3910
44887,carrier ethernet network (cen),890
44898,go-to-market strategy,2559
44906,process documentation,4779
44911,verbal and written communication,6656
44913,process flow mapping,4787
44915,risk and controls assessment,5278
44916,post review,4676
44917,process impact assessment,4790
44933,operating budgets,4273
44981,policy implementation,4654
45006,investigative reporting,3136
45011,drainage,1836
45018,land development,3432
45021,road,5285
45026,staad-pro,5981
45028,project managers,4932
45039,revenue management,5255
45049,statistical modeling,6012
45054,biostatistics,635
45072,sap solution manager,5533
45123,pos,4669
45124,physical inventory,4603
45176,object oriented perl,4171
45192,proxmox,4967
45197,synchronous digital hierarchy (sdh),6177
45198,dwdm,1850
45204,automated teller machine,461
45212,vmware workstation,6722
45280,solution-oriented selling,5877
45283,it portfolio management,3209
45284,yellow belt six sigma,6953
45289,continual service improvement,1295
45300,non-profit volunteering,4144
45324,sales trainings,5371
45327,channel partners,952
45332,channel sales,954
45338,distribution sales,1801
45340,channel,950
45341,channel management,951
45369,balance,533
45378,5g new radio (nr),39
45405,technical design,6290
45421,process enhancement,4782
45425,plan review,4622
45426,performance reviews,4531
45438,distributor management,1803
45460,elicitation,1941
45464,user stories,6597
45465,use case,6583
45469,process modeling,4800
45505,iso 31000,3176
45526,special events coordination,5913
45528,event marketing strategy,2160
45529,event based marketing,2154
45530,live event production,3566
45544,data protection law,1611
45545,fraud management,2442
45547,customer protection,1516
45563,arcgis,365
45565,structural analysis,6082
45567,quantity surveying,5045
45569,autocad civil 3d,451
45573,construction engineering,1256
45585,art direction,384
45593,music production,4030
45596,audio engineering,438
45627,loan origination,3573
45643,cisco asa,989
45645,linux firewalls,3552
45648,wi-fi,6818
45653,border gateway protocol (bgp),678
45654,open shortest path first (ospf),4255
45656,mpls vpn,3985
45657,eigrp,1904
45658,vlan,6714
45659,aaa,46
45669,windows nt,6840
45671,novell,4152
45674,oracle r12 financials,4348
45688,teammate champion,6277
45693,"knowledgeable on sap, acl, linux, oracle, firewalls, and routers/switches.",3402
45694,expertise in the usage of microsoft office tools,2216
45695,computer enthusiast with advance knowledge on pc hardware and troubleshooting.,1187
45714,sap clm,5434
45734,ericsson rbs 6000,2113
45742,secure 64,5614
45777,sap re-fx,5520
45780,commercial real estate,1116
45785,broadcast journalism,707
45790,video,6674
45797,television,6345
45806,redrock,5140
45860,vertica,6667
45872,network infrastructure,4084
45874,hive,2735
45910,pci dss,4499
45921,ethernet over sdh,2142
45922,tdm,6248
45932,profit & loss analysis,4888
45937,budget analysis,717
45938,financial variance analysis,2346
45960,remote administration,5173
45961,basic mysql,573
45975,sales training and development,5370
45990,dialects,1744
46010,legal consulting,3501
46011,corporate services,1373
46018,press conferences,4719
46021,social media writing,5804
46023,basic graphic design,567
46024,community engagement,1132
46026,creative briefing,1415
46028,asc processing and application,394
46069,4g,36
46080,diptrace,1781
46091,css flexbox,1481
46092,css grid layout,1482
46095,vanilla javascript,6620
46125,information system audit,2986
46159,collection management,1101
46179,digital marketing analytics,1767
46182,merchandising strategies,3799
46183,social recruiting,5807
46188,apache spark,312
46189,scala,5572
46191,perl/shell scripting,4537
46206,presto,4724
46214,corporate sponsorships,1376
46230,network architecture,4077
46235,technology integration,6322
46236,hsp,2819
46237,packet core,4440
46239,signalling,5732
46240,network development,4081
46283,employee wellness,2006
46284,systems administration,6196
46286,data center management,1579
46288,infrastructure capacity planning,2996
46290,infrastructure capacity planning and management,2997
46291,"process creation, review and improvement",4777
46332,core network,1348
46342,ethernet,2141
46357,game development,2490
46374,end to end sales,2024
46378,qualys,5040
46385,peoplesoft crm,4518
46386,application engine,336
46388,sqc,5954
46389,erp implementation project management,2115
46390,erp modules,2117
46406,s&p capital iq,5315
46412,network optimization,4089
46415,nsn,4153
46416,ericsson oss,2112
46439,optical fiber,4296
46442,antennas,295
46515,open source software,4257
46516,revenue assurance,5252
46517,telco,6331
46519,information security governance,2983
46545,employee onboarding,1993
46546,strategic workforce planning ,6067
46555,manpower budgeting,3674
46556,data analysis & reporting ,1571
46573,selling,5645
46628,anaplan,269
46659,email marketing software,1954
46663,blog marketing,647
46664,bi change manager,605
46741,"proficient in autocad application, revit, staad and primavera software",4877
46742,"knowledgeable in providing bill of materials, scope of works and technical specs",3396
46750,perform 3d modelling.,4523
46783,cisco meraki,994
46786,enterprise networking,2070
46787,enterprise network security,2069
46789,network performance management,4091
46833,rollout,5294
46840,supervision,6110
46844,evaluations,2153
46845,rectifier,5135
46846,battery management systems,590
46847,generators,2518
46848,facilities engineering,2239
46849,personnel supervision,4555
47021,organizational intelligence,4393
47052,small cell,5766
47066,media strategy,3764
47098,sas customer intelligence,5560
47100,sas base,5559
47116,radio frequency (rf) engineering,5070
47123,rf network planning & design,5267
47124,huawei u200 & prs,2838
47125,alcatel npo,223
47135,managed services,3657
47148,management reporting,3666
47163,bsc,711
47175,pspice,4970
47178,transmission lines,6484
47183,perspective drawings,4556
47185,isometric drawings,3180
47219,broadband,705
47261,statistical reporting,6017
47289,sports marketing,5933
47291,professional sports,4872
47292,sports psychology,5935
47293,sports development,5930
47335,technical maintenance,6294
47339,construction purchasing,1259
47345,steel,6024
47352,product communications,4819
47360,street dance,6074
47404,platform integration,4637
47406,platform architecture,4635
47427,sox 404 compliance,5895
47428,coso framework,1386
47430,qaip,5013
47433,operational audit,4280
47435,system design and analysis,6186
47436,project documentation,4919
47443,ms publisher,3999
47451,open office,4253
47452,software process management,5843
47453,p2p,4431
47456,anti-phishing,299
47459,ddos mitigation,1657
47460,intrusion detection,3121
47468,accounting ,84
47478,corporate branding,1360
47480,branding & identity,700
47507,signal testing,5730
47508,walktour,6743
47519,corporate sales management,1372
47523,term life insurance,6357
47561,brand architecture,690
47593,nielsen,4131
47617,microwave engineering,3908
47619,ftth,2459
47620,gpon,2613
47621,carrier ethernet,889
47622,fiber optic technology,2276
47663,sigtran,5734
47667,mss,4008
47668,isup,3185
47677,hlr,2738
47682,ss7,5974
47705,auditing standards,446
47757,hiveql,2736
47804,portable data transfer,4662
47805,sap ui,5543
47808,sap ps,5515
47834,mapinfo,3687
47851,web design and development,6778
47864,mobile data services,3935
47876,unix scripting,6567
47877,autodesk maya,454
47885,software implementation,5836
47887,autodesk sketchbook pro,455
47903,mobile product development,3943
47921,websphere portal,6806
47923,weblogic administration,6797
47924,ibm http server,2888
47925,ibm certified,2883
47927,sunos,6107
47955,basic and advanced programming,561
47969,proposal evaluation,4954
47977,network provisioning,4092
48012,pitch development,4615
48025,office automation,4197
48031,sap bpc,5423
48033,corporate tax planning,1379
48038,"programming languages such as c++, vb.net, assembly language, java and html/hta",4908
48039,android application development,271
48040,basics of cisco packet tracer,583
48041,"ms office applications, internet tools and email",3995
48056,time series analysis,6419
48123,isis,3169
48125,l2vpn,3415
48126,l3vpn,3416
48130,l2/l3 protocols,3414
48137,certified associate in project management (capm),928
48157,energy management,2040
48160,equipment installation,2100
48161,equipment commissioning,2098
48163,life support,3532
48197,audit compliance,441
48216,good communications skills,2568
48217,very good business and negotiating skills,6668
48218,good project management,2575
48280,satellite,5566
48368,telecommunication services,6334
48424,sas70,5564
48430,working with investors,6904
48441,c language,814
48442,code programmer,1088
48443,circuits designing,987
48446,transmission systems,6485
48473,workshop facilitation,6913
48500,strategic planning and implementation,6056
48502,"quality, problem solving & business process and analysis",5039
48505,capability building,864
48537,vlookup,6715
48551,palo alto,4446
48552,checkpoint security,966
48554,arbor,362
48555,websense,6800
48556,hp archsight,2763
48557,symantec security,6175
48599,enterprise solution sales,2075
48600,maritime,3694
48603,policy writing,4655
48610,fraud prevention,2443
48612,operations audit,4289
48677,osp engineering,4411
48680,fiber to the home (ftth),2278
48685, technical project management,6996
48692,uipah,6540
48704,desktop support management,1723
48710,paperwork,4457
48720,memorization,3791
48721,foxit pdf reader,2437
48732,magazine articles,3628
48733,magazine management,3630
48734,magazine writing,3631
48737,customer magazines,1510
48738,photo shoots,4589
48739,video shooting,6681
48754,marketing consulting,3708
48811,strong interpersonal skills,6079
48821,loyalty programs,3604
48826,events,2166
48827,expos,2220
48828,loyalty marketing,3603
48902,software application (sap),5818
48903,"ms office (microsoft word, excel, powerpoint)",3994
48904,so0ftware application (nav),5784
48905,"operating system (windows 2000,xp)",4277
48957,high availability,2711
48960,backup & restore,525
48965,security management,5625
48973,sales and distribution and order management reports,5343
48981,idoc,2914
48982,sap sd,5528
48992,huawei m2000,2835
48993,ipsec,3162
48997,ipv4,3163
48998,cisco switches,1000
48999,tcp/ip protocols,6247
49000,mpls networking,3984
49002,possess strong analytical,4674
49003,high organizational skills,2716
49020,data test,1622
49027,mobile games,3939
49046,hspa,2820
49055,satellite communications,5567
49093,mobile content,3934
49117,404 compliance,35
49135,microsoft servers,3890
49137,microsoft cluster,3846
49140,microsoft message queuing (msmq),3863
49141,sql clustering,5957
49151,server architecture,5667
49166,tv news production,6523
49183,current affairs,1490
49202,java server faces,3265
49205,fortran,2434
49239,scanners,5574
49279,hp-ux,2782
49291,oracle 9i database administration,4306
49292,hpux systems administration,2788
49293,solaris 9/10 systems administration,5862
49342,user access management ,6586
49370,ms office suite,3996
49390,evolved packet core,2171
49391,carrier grade wifi access and core solution,891
49422,abap web dynpro,49
49434,abap-oo,50
49474,drive testing,1842
49485,tam,6223
49487,operational support,4287
49489,etom,2150
49493,solution development,5873
49507,online gaming,4236
49527,oracle pl/sql programming,4346
49543,contractors,1313
49544,itil v4,3239
49545,licensed financial advisor,3521
49547,people admin,4510
49549,billing & payment negotiations,625
49550,payment solutions,4483
49599,private events,4756
49626,smsc,5781
49632,partnership-building,4463
49645,pr and relationship management,4701
49653,statistical consulting,6010
49654,statistical computing,6009
49655,categorical data analysis,912
49656,experimental design,2214
49657,statistical packages,6013
49678,compass,1141
49683,ms office tools,3997
49697,ctfl,1485
49746,dimensional modeling,1778
49765,ubuntu linux,6534
49766,"perl, php, mysql, android",4536
49767,css javascript,1483
49768,lease negotiations,3491
49769,site acquisition,5745
49770,lease administration,3490
49807,asterisk,427
49813,cdcp,924
49816,infrastructure management,2998
49826,research and technical writing,5202
49839,research and development,5200
49849,digital control,1759
49852,digital signal processors,1772
49853,signal processing,5729
49861,digital circuit design,1756
49865,oscilloscope,4409
49866,analog circuits,256
49867,power supplies,4691
49953,persuasive speaker,4559
49992,maya 3d,3742
49998,sap fm,5464
50014,pivots,4618
50039,ethical leadership,2145
50068,language assessment,3434
50113,clickup,1024
50114,balsamiq,537
50116,mockups,3951
50147,value based selling,6615
50231,radio broadcasting,5067
50237,mathlab,3737
50238,hcia,2684
50275,nms,4134
50313,monetization,3961
50375,construction estimating,1257
50376,midas,3911
50385,systems analysis and design,6198
50394,magazine layout design,3629
50398,fashion illustration,2254
50401,luxury brand marketing,3612
50406,"pattern design, sewing and draping",4481
50407,branding strategies,701
50409,prince2,4741
50426,sip trunking,5743
50447,web standards,6791
50478,turnaround experience,6521
50479,institutional sales,3016
50480,internet,3086
50481,customer oriented,1515
50483,encryption,2018
50486,email encryption,1950
50496,hyper-converged infrastructure,2864
50505,provisioning,4966
50509,charging,957
50515,signaling system 7 (ss7),5731
50564,technical data analysis,6289
50566,maintaining data integrity,3637
50567,support management,6138
50570,huawei,2833
50594,3d studio max,29
50604,qgis,5016
50609,mapinfo professional,3688
50672,technical trainers,6313
50712,eis express reporting,1906
50716,system analysis and design,6180
50734,microsoft office.,3870
50735,microwave links,3909
50738,3 yrs. work experience in a wireless telecommunications.,22
50739,specializing in transmission/microwave network planning and engineering.,5914
50740,"equipment background on ericsson mini-link, ericsson marconi long haul, ericss",2097
50741,thorough understanding of gsm architecture and principles.,6403
50742,thorough understanding of 3g network architecture and principles.,6402
50743,"softwares: mapinfo, pathloss 4.0, google earth, tems link planner.",5858
50839,healthcare information technology (hit),2699
50841,accpac,96
50846,sim development,5738
50848,audit management,442
50872,premiere,4708
50873,html and css,2825
50880,sap2000,5551
50882,reinforced concrete,5159
50885,steel design,6025
50941,logistic domestic forwarding,3589
51034,sap bw on hana,5431
51052,workplace organization,6908
51106,ncino,4057
51128,cybersecurity investigation,1550
51130,osint,4410
51134,security incident response,5623
51138,accounts payables,92
51150,ui path,6535
